onset	duration	TRIALTYPE	DELTAVALUE	RESPONSE_TIME	MEAN_VALUE	VALUE_RIGHT	VALUE_LEFT	CHOSE_RIGHT
2.0167669999999998	1.457	FoodChoice	0.966667	0.9213969999999999	0.5766665	1.06	0.093333	1.0
8.516767	1.457	FoodChoice	0.0	2.119392	2.0266669999999998	2.0266669999999998	2.0266669999999998	1.0
12.51677	1.457	FoodChoice	0.0	1.010392	1.066667	1.066667	1.066667	1.0
18.01663	1.457	FoodChoice	0.013333000000000261	1.086533	2.0266665	2.0333330000000003	2.02	1.0
23.51676	1.457	FoodChoice	-0.006666000000000505	1.574393	2.0300000000000002	2.0266669999999998	2.0333330000000003	0.0
30.01677	1.457	FoodChoice	0.9666660000000005	1.526378	2.51	2.9933330000000002	2.0266669999999998	0.0
35.516659999999995	1.457	FoodChoice	0.46666699999999994	1.8824830000000001	1.2933335000000001	1.526667	1.06	1.0
42.01675	1.457	FoodChoice	-0.006666999999999992	1.247399	0.0833335	0.08	0.086667	1.0
46.01684	1.457	FoodChoice	-1.526667	0.8633129999999999	0.8433335000000001	0.08	1.606667	0.0
52.516740000000006	1.457	FoodChoice	-0.9133339999999994	1.301418	2.51	2.0533330000000003	2.9666669999999997	0.0
58.516769999999994	1.457	FoodChoice	0.0	1.493382	1.06	1.06	1.06	1.0
64.51666999999999	1.457	FoodChoice	-0.013333000000000261	1.534492	2.9866665	2.98	2.9933330000000002	1.0
68.51679	1.457	FoodChoice	0.006666999999999992	1.7013740000000002	0.0833335	0.086667	0.08	0.0
77.5167	1.457	FoodChoice	-0.45999999999999996	1.3554629999999999	1.29	1.06	1.52	0.0
83.51663	1.457	FoodChoice	0.006666000000000005	1.221535	0.09	0.093333	0.086667	0.0
88.01663	1.457	FoodChoice	-1.54	1.3315219999999999	0.8500000000000001	0.08	1.62	0.0
92.01664	1.457	FoodChoice	0.5333339999999998	2.230517	1.7399999999999998	2.0066669999999998	1.473333	0.0
97.51666999999999	1.457	FoodChoice	0.006666000000000505	1.353494	2.0300000000000002	2.0333330000000003	2.0266669999999998	1.0
102.5168	1.457	FoodChoice	0.0	1.084409	2.0066669999999998	2.0066669999999998	2.0066669999999998	0.0
107.5167	1.457	FoodChoice	0.0	1.585524	2.0333330000000003	2.0333330000000003	2.0333330000000003	0.0
116.0167	1.457	FoodChoice	0.0	2.2533990000000004	2.02	2.02	2.02	0.0
122.5168	1.457	FoodChoice	0.006666000000000505	1.6563860000000001	2.01	2.0133330000000003	2.0066669999999998	0.0
126.5168	1.457	FoodChoice	0.9666660000000002	1.245391	1.5300000000000002	2.0133330000000003	1.046667	1.0
131.5167	1.457	FoodChoice	0.0	1.361413	2.0066669999999998	2.0066669999999998	2.0066669999999998	1.0
136.5167	1.457	FoodChoice	0.0	1.573493	1.06	1.06	1.06	1.0
141.0167	1.457	FoodChoice	-0.9333339999999997	0.9834139999999999	1.54	1.073333	2.0066669999999998	0.0
146.5167	1.457	FoodChoice	0.0	1.398414	2.0133330000000003	2.0133330000000003	2.0133330000000003	0.0
152.5167	1.457	FoodChoice	-0.9666669999999999	1.40646	1.5366665	1.053333	2.02	0.0
156.5168	1.457	FoodChoice	0.0	1.018392	1.053333	1.053333	1.053333	1.0
161.0168	1.457	FoodChoice	-0.4199999999999997	1.075356	1.7966669999999998	1.586667	2.0066669999999998	0.0
165.5168	1.457	FoodChoice	-1.4866660000000003	1.7023599999999999	2.25	1.506667	2.9933330000000002	0.0
172.0168	1.457	FoodChoice	-0.006666000000000505	1.358384	2.0300000000000002	2.0266669999999998	2.0333330000000003	1.0
181.0167	1.457	FoodChoice	0.0	1.238451	1.066667	1.066667	1.066667	0.0
185.5168	1.457	FoodChoice	0.0	1.139392	1.053333	1.053333	1.053333	0.0
190.0168	1.457	FoodChoice	-0.03333300000000028	1.591382	2.0366665	2.02	2.0533330000000003	1.0
200.5168	1.457	FoodChoice	0.0	1.536368	0.093333	0.093333	0.093333	1.0
205.5167	1.457	FoodChoice	-0.0066669999999999785	1.20544	1.0566665	1.053333	1.06	1.0
215.5168	1.457	FoodChoice	-0.006666000000000505	1.889407	2.01	2.0066669999999998	2.0133330000000003	0.0
221.0168	1.457	FoodChoice	-1.9199999999999997	0.9033690000000001	1.0466669999999998	0.086667	2.0066669999999998	0.0
225.0166	1.457	FoodChoice	0.0	1.776516	1.06	1.06	1.06	1.0
230.0168	1.457	FoodChoice	0.0066669999999997565	1.964389	2.0233334999999997	2.0266669999999998	2.02	1.0
