onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.0166020000000002	1.255	Hit	4.888889	1.777	0	1	1.0
7.016674000000001	1.255	CorrectRejection	n/a	1.1440000000000001	0	0	0.0
12.516689999999999	1.255	Hit	5.733333	2.406	0	1	1.0
17.51663	1.255	Hit	5.6666669999999995	1.8880000000000001	0	1	1.0
26.01664	1.255	Hit	3.933333	1.228	0	1	1.0
32.0166	1.255	CorrectRejection	n/a	0.9079999999999999	0	0	0.0
37.516690000000004	1.255	Hit	4.155556	2.7110000000000003	0	1	1.0
43.016690000000004	1.255	Miss	5.866667	1.023	0	1	0.0
51.016709999999996	1.255	FalseAlarm	n/a	1.706	0	0	1.0
57.516619999999996	1.255	CorrectRejection	n/a	0.998	0	0	0.0
63.51655	1.255	CorrectRejection	n/a	1.1840000000000002	0	0	0.0
71.01661	1.255	CorrectRejection	n/a	2.5180000000000002	0	0	0.0
75.51663	1.255	CorrectRejection	n/a	1.9380000000000002	0	0	0.0
88.51668000000001	1.255	FalseAlarm	n/a	1.9680000000000002	0	0	1.0
94.5166	1.255	Hit	4.133333	1.526	0	1	1.0
101.5167	1.255	CorrectRejection	n/a	1.301	0	0	0.0
106.0167	1.255	FalseAlarm	n/a	2.405	0	0	1.0
116.0166	1.255	CorrectRejection	n/a	1.857	0	0	0.0
120.0166	1.255	CorrectRejection	n/a	1.2590000000000001	0	0	0.0
126.5167	1.255	CorrectRejection	n/a	1.472	0	0	0.0
131.0167	1.255	Miss	4.888889	1.7080000000000002	0	1	0.0
141.0166	1.255	Hit	5.777778	1.6340000000000001	0	1	1.0
145.0166	1.255	CorrectRejection	n/a	1.041	0	0	0.0
151.5167	1.255	CorrectRejection	n/a	1.3419999999999999	0	0	0.0
157.0166	1.255	CorrectRejection	n/a	2.764	0	0	0.0
164.5167	1.255	Hit	4.2	1.3869999999999998	0	1	1.0
169.0166	1.255	CorrectRejection	n/a	0.917	0	0	0.0
173.0167	1.255	Hit	4.133333	1.425	0	1	1.0
177.0166	1.255	Hit	3.511111	1.23	0	1	1.0
186.0167	1.255	Hit	5.822222	1.258	0	1	1.0
192.5167	1.255	CorrectRejection	n/a	1.4809999999999999	0	0	0.0
196.5167	1.255	CorrectRejection	n/a	2.031	0	0	0.0
200.5167	1.255	Hit	4.955556	1.319	0	1	1.0
207.0167	1.255	Hit	5.688889	1.5830000000000002	0	1	1.0
211.0166	1.255	Miss	4.488889	1.778	0	1	0.0
215.0167	1.255	CorrectRejection	n/a	2.29	0	0	0.0
220.0165	1.255	Miss	5.7555559999999995	1.868	0	1	0.0
228.5166	1.255	Hit	3.044444	1.5319999999999998	0	1	1.0
232.5166	1.255	CorrectRejection	n/a	2.181	0	0	0.0
236.5167	1.255	FalseAlarm	n/a	2.122	0	0	1.0
246.5166	1.255	CorrectRejection	n/a	1.735	0	0	0.0
252.0167	1.255	Hit	4.022222	1.147	0	1	1.0
257.5167	1.255	CorrectRejection	n/a	1.82	0	0	0.0
262.0167	1.255	Miss	3.9555559999999996	1.757	0	1	0.0
268.5167	1.255	Hit	5.5777779999999995	1.4040000000000001	0	1	1.0
273.5167	1.255	Hit	3.577778	1.1909999999999998	0	1	1.0
278.0167	1.255	Hit	5.5777779999999995	1.275	0	1	1.0
284.0167	1.255	CorrectRejection	n/a	1.185	0	0	0.0
290.5167	1.255	CorrectRejection	n/a	1.449	0	0	0.0
296.0167	1.255	Hit	4.0	2.419	0	1	1.0
