onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.0166060000000003	1.255	Hit	5.733333	1.395	0	1	1.0
6.016668	1.255	CorrectRejection	n/a	1.054	0	0	0.0
10.0166	1.255	CorrectRejection	n/a	1.77	0	0	0.0
20.0166	1.255	FalseAlarm	n/a	1.1159999999999999	0	0	1.0
24.5166	1.255	CorrectRejection	n/a	1.655	0	0	0.0
32.016659999999995	1.255	FalseAlarm	n/a	2.2680000000000002	0	0	1.0
36.0166	1.255	Hit	5.533333	1.375	0	1	1.0
42.51661	1.255	Hit	4.355556	2.458	0	1	1.0
49.01658	3.0	Missed	n/a	n/a	0	0	n/a
55.51664	1.255	Hit	6.022222	1.501	0	1	1.0
60.5167	1.255	Hit	7.444444	0.836	0	1	1.0
69.51658	1.255	FalseAlarm	n/a	2.1430000000000002	0	0	1.0
73.5166	1.255	CorrectRejection	n/a	1.86	0	0	0.0
82.0166	1.255	CorrectRejection	n/a	2.5340000000000003	0	0	0.0
86.5166	1.255	FalseAlarm	n/a	1.507	0	0	1.0
94.5166	1.255	Hit	4.3333330000000005	2.109	0	1	1.0
101.0166	1.255	Hit	5.7555559999999995	1.72	0	1	1.0
105.5166	1.255	Hit	3.822222	0.856	0	1	1.0
112.0166	1.255	CorrectRejection	n/a	2.081	0	0	0.0
116.0166	1.255	Hit	5.533333	2.26	0	1	1.0
120.0166	1.255	CorrectRejection	n/a	1.137	0	0	0.0
126.0166	1.255	FalseAlarm	n/a	2.126	0	0	1.0
139.0166	1.255	Hit	5.933333	1.212	0	1	1.0
144.5166	1.255	CorrectRejection	n/a	1.3230000000000002	0	0	0.0
148.5166	3.0	Missed	n/a	n/a	0	0	n/a
156.0166	1.255	CorrectRejection	n/a	1.127	0	0	0.0
160.5166	1.255	CorrectRejection	n/a	1.135	0	0	0.0
166.0167	1.255	Hit	4.933333	1.895	0	1	1.0
170.0166	1.255	Hit	5.733333	2.51	0	1	1.0
175.5166	1.255	Hit	3.9555559999999996	2.276	0	1	1.0
180.0166	1.255	Hit	4.977778	1.932	0	1	1.0
190.0166	1.255	Hit	4.888889	2.444	0	1	1.0
194.0167	1.255	FalseAlarm	n/a	1.5119999999999998	0	0	1.0
200.0166	1.255	Hit	7.5777779999999995	1.4909999999999999	0	1	1.0
206.5166	1.255	CorrectRejection	n/a	2.43	0	0	0.0
210.5166	1.255	CorrectRejection	n/a	1.1079999999999999	0	0	0.0
217.0167	1.255	Hit	3.933333	2.0980000000000003	0	1	1.0
222.5166	1.255	FalseAlarm	n/a	1.15	0	0	1.0
227.5167	1.255	FalseAlarm	n/a	2.267	0	0	1.0
234.5166	1.255	FalseAlarm	n/a	2.124	0	0	1.0
239.5166	1.255	FalseAlarm	n/a	0.9470000000000001	0	0	1.0
245.0166	1.255	Hit	4.933333	1.033	0	1	1.0
251.0166	1.255	CorrectRejection	n/a	1.0759999999999998	0	0	0.0
257.0166	1.255	Hit	4.933333	2.0909999999999997	0	1	1.0
265.5166	1.255	Hit	5.911111	1.167	0	1	1.0
271.0166	3.0	Missed	5.688889	n/a	0	1	n/a
275.5166	1.255	Hit	4.866667	1.156	0	1	1.0
285.5166	1.255	CorrectRejection	n/a	1.578	0	0	0.0
291.0166	1.255	CorrectRejection	n/a	2.39	0	0	0.0
296.0166	1.255	FalseAlarm	n/a	1.248	0	0	1.0
