onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.016666	1.255	CorrectRejection	n/a	1.722	1	0	1.0
7.016842	1.255	Hit	3.5555559999999997	1.213	1	1	0.0
12.51682	1.255	Miss	3.422222	2.238	1	1	1.0
17.51679	1.255	Hit	1.355556	1.016	1	1	0.0
26.01684	1.255	CorrectRejection	n/a	1.3119999999999998	1	0	1.0
32.0168	1.255	Hit	1.222222	1.278	1	1	0.0
37.5168	1.255	CorrectRejection	n/a	1.091	1	0	1.0
43.01677	1.255	CorrectRejection	n/a	1.1159999999999999	1	0	1.0
51.01681	1.255	Hit	8.266667	2.278	1	1	0.0
57.51681	1.255	CorrectRejection	n/a	0.986	1	0	1.0
63.51684	1.255	CorrectRejection	n/a	1.301	1	0	1.0
71.01675999999999	1.255	CorrectRejection	n/a	1.595	1	0	1.0
75.51679	1.255	CorrectRejection	n/a	1.89	1	0	1.0
88.5168	1.255	CorrectRejection	n/a	1.425	1	0	1.0
94.51687	1.255	Miss	8.888889	1.885	1	1	1.0
101.5167	1.255	FalseAlarm	n/a	1.175	1	0	0.0
106.0168	1.255	CorrectRejection	n/a	0.92	1	0	1.0
116.0167	1.255	FalseAlarm	n/a	1.706	1	0	0.0
120.0167	1.255	Hit	8.377778	1.131	1	1	0.0
126.5167	1.255	CorrectRejection	n/a	2.398	1	0	1.0
131.0167	1.255	Hit	4.777778	1.3730000000000002	1	1	0.0
141.0168	1.255	CorrectRejection	n/a	1.83	1	0	1.0
145.0168	1.255	Hit	6.0	1.212	1	1	0.0
151.5168	1.255	Hit	2.311111	0.9490000000000001	1	1	0.0
157.0168	1.255	Hit	7.6	1.444	1	1	0.0
164.5169	1.255	Hit	6.888889	0.935	1	1	0.0
169.0169	1.255	Hit	5.555556	1.232	1	1	0.0
173.0169	1.255	Hit	3.911111	0.92	1	1	0.0
177.0168	1.255	Hit	6.377778	2.16	1	1	0.0
186.0168	1.255	CorrectRejection	n/a	2.708	1	0	1.0
192.5168	1.255	Hit	5.088889	1.2930000000000001	1	1	0.0
196.5167	1.255	CorrectRejection	n/a	1.5290000000000001	1	0	1.0
200.5168	1.255	CorrectRejection	n/a	1.755	1	0	1.0
207.0168	1.255	CorrectRejection	n/a	1.745	1	0	1.0
211.0167	1.255	CorrectRejection	n/a	1.074	1	0	1.0
215.0167	1.255	FalseAlarm	n/a	2.725	1	0	0.0
220.0168	1.255	FalseAlarm	n/a	2.761	1	0	0.0
228.5168	1.255	CorrectRejection	n/a	1.16	1	0	1.0
232.5168	1.255	Hit	3.8	1.786	1	1	0.0
236.5169	1.255	CorrectRejection	n/a	2.39	1	0	1.0
246.5169	1.255	Hit	5.7555559999999995	1.37	1	1	0.0
252.0168	1.255	CorrectRejection	n/a	2.424	1	0	1.0
257.5167	1.255	Hit	1.8666669999999999	1.4569999999999999	1	1	0.0
262.0167	1.255	CorrectRejection	n/a	2.7710000000000004	1	0	1.0
268.5168	1.255	Hit	5.022222	1.2890000000000001	1	1	0.0
273.5168	1.255	CorrectRejection	n/a	1.364	1	0	1.0
278.0168	1.255	CorrectRejection	n/a	2.484	1	0	1.0
284.0167	1.255	CorrectRejection	n/a	2.722	1	0	1.0
290.5168	1.255	CorrectRejection	n/a	2.762	1	0	1.0
296.0168	1.255	Hit	4.4222220000000005	0.912	1	1	0.0
