onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.0165490000000004	1.255	CorrectRejection	n/a	1.976	1	0	1.0
9.516544999999999	1.255	CorrectRejection	n/a	1.001	1	0	1.0
15.51653	1.255	CorrectRejection	n/a	0.941	1	0	1.0
19.51657	1.255	Miss	5.688889	1.1520000000000001	1	1	1.0
26.016579999999998	1.255	CorrectRejection	n/a	0.868	1	0	1.0
31.51663	1.255	CorrectRejection	n/a	1.0	1	0	1.0
40.51655	1.255	CorrectRejection	n/a	0.887	1	0	1.0
46.01659	1.255	CorrectRejection	n/a	0.92	1	0	1.0
52.51653	1.255	FalseAlarm	n/a	0.99	1	0	0.0
57.01655	1.255	FalseAlarm	n/a	1.7530000000000001	1	0	0.0
62.01655	1.255	CorrectRejection	n/a	1.35	1	0	1.0
66.01655	1.255	Miss	5.222222	1.254	1	1	1.0
71.51652	1.255	Hit	7.111111	1.392	1	1	0.0
76.01655	1.255	CorrectRejection	n/a	1.001	1	0	1.0
81.51655	1.255	Hit	4.688889	1.206	1	1	0.0
91.51656	1.255	Hit	5.822222	1.167	1	1	0.0
101.5165	1.255	Hit	7.8	0.905	1	1	0.0
109.0165	1.255	Hit	6.644444	0.79	1	1	0.0
113.0166	1.255	CorrectRejection	n/a	1.041	1	0	1.0
118.5166	1.255	CorrectRejection	n/a	1.879	1	0	1.0
123.5165	1.255	Hit	5.222222	0.902	1	1	0.0
129.5165	1.255	Hit	5.688889	1.099	1	1	0.0
142.5166	1.255	Miss	5.733333	1.395	1	1	1.0
147.0166	1.255	FalseAlarm	n/a	0.8059999999999999	1	0	0.0
157.0165	1.255	CorrectRejection	n/a	1.001	1	0	1.0
162.0166	1.255	Hit	4.933333	1.136	1	1	0.0
168.5165	3.0	Missed	n/a	n/a	1	0	n/a
172.5166	1.255	Hit	5.977778	1.4780000000000002	1	1	0.0
179.5165	1.255	Hit	4.4222220000000005	1.6059999999999999	1	1	0.0
185.5165	1.255	CorrectRejection	n/a	0.847	1	0	1.0
189.5165	1.255	Hit	4.888889	1.74	1	1	0.0
194.0166	1.255	CorrectRejection	n/a	0.868	1	0	1.0
198.0165	1.255	Hit	5.311111	1.208	1	1	0.0
204.5166	1.255	Hit	7.555556	1.11	1	1	0.0
210.5165	1.255	CorrectRejection	n/a	1.185	1	0	1.0
217.0165	1.255	Hit	5.511111	0.863	1	1	0.0
222.5165	1.255	CorrectRejection	n/a	0.919	1	0	1.0
226.5165	1.255	Hit	4.688889	1.228	1	1	0.0
230.5166	1.255	CorrectRejection	n/a	1.524	1	0	1.0
234.5165	1.255	CorrectRejection	n/a	1.1540000000000001	1	0	1.0
238.5165	1.255	Hit	7.4222220000000005	1.3780000000000001	1	1	0.0
247.0166	1.255	CorrectRejection	n/a	1.327	1	0	1.0
251.5165	1.255	FalseAlarm	n/a	1.21	1	0	0.0
260.0165	1.255	Hit	5.066667	0.99	1	1	0.0
268.0165	1.255	Hit	5.133333	0.946	1	1	0.0
273.0165	1.255	CorrectRejection	n/a	1.375	1	0	1.0
279.5165	1.255	Hit	8.955556	2.508	1	1	0.0
284.0166	1.255	FalseAlarm	n/a	0.887	1	0	0.0
290.5165	1.255	Miss	5.444444	1.298	1	1	1.0
296.0165	1.255	CorrectRejection	n/a	1.235	1	0	1.0
