onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.016598	1.255	FalseAlarm	n/a	1.547	0	0	1.0
12.01661	1.255	Hit	6.022222	0.986	0	1	1.0
17.51661	1.255	Hit	4.0	1.022	0	1	1.0
25.01661	1.255	Hit	3.2444439999999997	1.305	0	1	1.0
29.016609999999996	1.255	Hit	8.6	0.818	0	1	1.0
35.01661	1.255	Hit	7.155556	1.1340000000000001	0	1	1.0
40.0167	1.255	CorrectRejection	n/a	2.1959999999999997	0	0	0.0
46.51661	1.255	FalseAlarm	n/a	1.1079999999999999	0	0	1.0
50.51661	1.255	Hit	4.3333330000000005	1.382	0	1	1.0
54.516619999999996	1.255	Hit	5.155556	1.024	0	1	1.0
60.016630000000006	1.255	CorrectRejection	n/a	1.041	0	0	0.0
64.01661	1.255	Hit	2.5333330000000003	0.91	0	1	1.0
70.51659000000001	1.255	FalseAlarm	n/a	1.395	0	0	1.0
74.51661	1.255	Hit	7.622222	0.773	0	1	1.0
81.01661	1.255	Hit	0.333333	0.762	0	1	1.0
91.01661	1.255	Hit	1.5777780000000001	1.952	0	1	1.0
101.0166	1.255	Hit	7.733333	2.052	0	1	1.0
106.0166	1.255	CorrectRejection	n/a	0.8079999999999999	0	0	0.0
110.5166	1.255	FalseAlarm	n/a	1.462	0	0	1.0
123.5166	1.255	Hit	5.866667	0.98	0	1	1.0
128.0166	1.255	CorrectRejection	n/a	2.164	0	0	0.0
137.0166	1.255	CorrectRejection	n/a	1.4780000000000002	0	0	0.0
143.5166	1.255	FalseAlarm	n/a	1.026	0	0	1.0
148.0166	1.255	FalseAlarm	n/a	1.584	0	0	1.0
153.0166	1.255	FalseAlarm	n/a	1.113	0	0	1.0
157.0166	1.255	Hit	7.155556	1.713	0	1	1.0
162.5166	1.255	FalseAlarm	n/a	1.3130000000000002	0	0	1.0
169.0166	1.255	Hit	1.355556	1.198	0	1	1.0
174.5167	1.255	Miss	5.022222	1.703	0	1	0.0
180.0166	1.255	FalseAlarm	n/a	1.5290000000000001	0	0	1.0
184.0166	1.255	CorrectRejection	n/a	1.048	0	0	0.0
188.0166	1.255	Hit	6.488889	1.334	0	1	1.0
196.0166	1.255	Hit	7.266667	1.6769999999999998	0	1	1.0
202.0166	1.255	CorrectRejection	n/a	2.315	0	0	0.0
210.5166	1.255	CorrectRejection	n/a	1.531	0	0	0.0
216.5166	1.255	Hit	7.822222	2.033	0	1	1.0
223.5167	1.255	Hit	1.0444440000000002	1.8659999999999999	0	1	1.0
228.0166	1.255	CorrectRejection	n/a	0.977	0	0	0.0
234.5166	1.255	CorrectRejection	n/a	1.273	0	0	0.0
239.0166	1.255	CorrectRejection	n/a	0.971	0	0	0.0
243.0166	1.255	Miss	3.7111110000000003	2.241	0	1	0.0
250.5166	1.255	CorrectRejection	n/a	0.9109999999999999	0	0	0.0
256.0166	1.255	Miss	4.177778	2.228	0	1	0.0
264.5166	1.255	Hit	5.733333	1.66	0	1	1.0
269.5166	1.255	CorrectRejection	n/a	1.508	0	0	0.0
275.0166	1.255	CorrectRejection	n/a	1.88	0	0	0.0
279.5166	1.255	Hit	5.622222	1.093	0	1	1.0
285.5167	1.255	CorrectRejection	n/a	1.443	0	0	0.0
292.0166	3.0	Missed	n/a	n/a	0	0	n/a
296.0166	1.255	Hit	6.6	1.825	0	1	1.0
