onset	duration	TRIALTYPE	COHERENCE	RESPONSE_TIME	BUTTON_ORDER	CHOSE_RIGHT
2.566666	1.064	ColorDots	0.5	0.840988	1	0.0
6.350126	1.064	ColorDots	-2.0	0.720497	1	1.0
12.93339	1.064	ColorDots	-0.5	0.7572270000000001	1	1.0
18.518071	1.064	ColorDots	0.25	1.0425520000000001	1	0.0
25.583292999999998	1.064	ColorDots	0.125	1.420352	1	1.0
31.149965	1.064	ColorDots	1.0	1.058686	1	0.0
37.23446	1.064	ColorDots	-1.0	0.645195	1	1.0
45.81667	1.064	ColorDots	-1.0	0.657949	1	1.0
51.399999	1.064	ColorDots	-0.25	0.615591	1	1.0
55.48344	1.064	ColorDots	0.0	0.615207	1	1.0
59.066665	1.064	ColorDots	0.25	1.483878	1	1.0
63.150091	1.064	ColorDots	0.25	1.093492	1	1.0
69.233385	1.064	ColorDots	0.0	0.759268	1	1.0
74.31675200000001	1.064	ColorDots	0.0	0.910839	1	1.0
77.88341899999999	1.064	ColorDots	2.0	0.719198	1	0.0
84.466802	1.064	ColorDots	-0.25	1.073842	1	1.0
88.03345	1.064	ColorDots	0.0	0.9741700000000001	1	1.0
92.100096	1.064	ColorDots	-1.0	0.636486	1	1.0
99.18333299999999	1.064	ColorDots	-0.125	0.80729	1	1.0
107.766782	1.064	ColorDots	1.0	0.747863	1	0.0
111.850067	1.064	ColorDots	-0.125	1.247584	1	1.0
122.433476	1.064	ColorDots	-0.125	1.268143	1	0.0
128.01673	1.064	ColorDots	-0.5	0.728919	1	1.0
140.100073	1.064	ColorDots	0.125	1.397573	1	1.0
145.684594	1.064	ColorDots	0.0	0.597954	1	1.0
150.76671100000002	1.064	ColorDots	1.0	0.708937	1	0.0
154.333295	1.064	ColorDots	-0.25	0.604329	1	0.0
158.417831	1.064	ColorDots	-0.125	1.064785	1	1.0
162.000067	1.064	ColorDots	2.0	0.7615850000000001	1	0.0
165.56813400000001	1.064	ColorDots	-1.0	0.587488	1	1.0
169.151258	1.064	ColorDots	0.5	1.2243950000000001	1	0.0
174.234615	1.064	ColorDots	0.25	1.295035	1	1.0
182.316772	1.064	ColorDots	-0.25	0.661872	1	1.0
185.89996200000002	1.064	ColorDots	-0.25	0.698689	1	1.0
195.46674099999998	1.064	ColorDots	2.0	0.666796	1	0.0
204.050071	1.064	ColorDots	0.0	0.8174739999999999	1	1.0
209.633525	1.064	ColorDots	0.0	1.476108	1	1.0
218.716756	1.064	ColorDots	1.0	0.659864	1	0.0
224.80022599999998	1.064	ColorDots	2.0	0.59842	1	0.0
229.384663	1.064	ColorDots	-0.5	0.7249359999999999	1	1.0
237.466741	1.064	ColorDots	2.0	1.095882	1	0.0
242.051254	1.064	ColorDots	0.5	1.073365	1	0.0
246.13340499999998	1.064	ColorDots	-0.5	0.9861629999999999	1	1.0
253.716669	1.064	ColorDots	0.0	0.8539479999999999	1	1.0
257.28345	1.064	ColorDots	-0.25	0.9821690000000001	1	1.0
262.866672	1.064	ColorDots	-0.125	0.77798	1	1.0
272.934661	1.064	ColorDots	0.25	1.480909	1	0.0
281.017963	1.064	ColorDots	0.25	1.022729	1	1.0
288.583441	1.064	ColorDots	0.25	1.546209	1	0.0
293.166761	1.064	ColorDots	-1.0	0.7638520000000001	1	1.0
299.75007999999997	1.064	ColorDots	1.0	0.8334719999999999	1	0.0
307.334612	1.064	ColorDots	-1.0	0.7189369999999999	1	1.0
311.916617	1.064	ColorDots	0.125	1.579032	1	1.0
317.499961	1.064	ColorDots	-0.25	0.979658	1	1.0
321.583376	1.064	ColorDots	-0.125	1.267161	1	1.0
325.65007099999997	1.064	ColorDots	-0.25	0.693553	1	1.0
331.733502	1.064	ColorDots	0.0	1.251025	1	1.0
335.800101	1.064	ColorDots	0.5	1.1455520000000001	1	0.0
343.384617	1.064	ColorDots	-1.0	0.703036	1	1.0
348.951166	1.064	ColorDots	2.0	0.968405	1	0.0
352.53337700000003	1.064	ColorDots	1.0	0.630269	1	0.0
356.11789100000004	1.064	ColorDots	0.0	1.42276	1	1.0
361.200016	2.5	Missed	0.0	n/a	1	n/a
365.301317	1.064	ColorDots	2.0	0.7743369999999999	1	0.0
368.88348199999996	1.064	ColorDots	-0.25	1.0051370000000002	1	1.0
372.966667	1.064	ColorDots	2.0	0.719921	1	0.0
376.550056	1.064	ColorDots	-0.5	0.8485950000000001	1	1.0
382.634655	1.064	ColorDots	-0.5	0.721992	1	1.0
386.71788399999997	1.064	ColorDots	1.0	0.867654	1	0.0
392.301246	1.064	ColorDots	1.0	0.736366	1	0.0
