onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.016657	1.255	CorrectRejection	n/a	1.58	1	0	1.0
11.01666	1.255	CorrectRejection	n/a	1.685	1	0	1.0
16.01665	1.255	CorrectRejection	n/a	1.456	1	0	1.0
24.01666	1.255	CorrectRejection	n/a	1.611	1	0	1.0
32.5167	1.255	Hit	5.822222	1.217	1	1	0.0
39.01668	1.255	CorrectRejection	n/a	1.172	1	0	1.0
43.516729999999995	1.255	Hit	6.3333330000000005	1.7990000000000002	1	1	0.0
48.516709999999996	1.255	Hit	1.288889	1.308	1	1	0.0
53.016709999999996	1.255	Hit	4.5777779999999995	1.0390000000000001	1	1	0.0
58.516709999999996	1.255	CorrectRejection	n/a	1.6669999999999998	1	0	1.0
65.51666	1.255	Hit	4.955556	1.818	1	1	0.0
72.01671	1.255	Hit	6.644444	0.956	1	1	0.0
82.0167	1.255	CorrectRejection	n/a	1.311	1	0	1.0
92.01671	1.255	Hit	3.8	1.281	1	1	0.0
97.51673000000001	1.255	Hit	6.377778	1.139	1	1	0.0
103.0167	1.255	CorrectRejection	n/a	0.99	1	0	1.0
107.0167	1.255	Miss	7.0	1.841	1	1	1.0
113.5167	1.255	Hit	4.977778	2.26	1	1	0.0
117.5167	1.255	Hit	4.2444440000000005	2.079	1	1	0.0
125.0166	1.255	CorrectRejection	n/a	1.8090000000000002	1	0	1.0
129.0166	1.255	FalseAlarm	n/a	2.283	1	0	0.0
133.0167	1.255	CorrectRejection	n/a	1.895	1	0	1.0
139.0167	1.255	Hit	4.911111	1.406	1	1	0.0
144.0167	1.255	Hit	7.2444440000000005	1.274	1	1	0.0
151.5166	1.255	Hit	4.955556	1.368	1	1	0.0
156.0166	1.255	CorrectRejection	n/a	1.692	1	0	1.0
162.5167	1.255	CorrectRejection	n/a	1.254	1	0	1.0
168.0167	1.255	CorrectRejection	n/a	1.496	1	0	1.0
174.0167	1.255	Hit	4.7555559999999995	1.311	1	1	0.0
179.5167	1.255	CorrectRejection	n/a	1.2309999999999999	1	0	1.0
183.5167	1.255	CorrectRejection	n/a	1.186	1	0	1.0
189.5167	1.255	CorrectRejection	n/a	1.09	1	0	1.0
198.0167	1.255	Hit	7.844444	1.416	1	1	0.0
202.0166	1.255	FalseAlarm	n/a	1.913	1	0	0.0
215.0167	1.255	Hit	5.888889	2.336	1	1	0.0
219.5167	1.255	CorrectRejection	n/a	1.4180000000000001	1	0	1.0
223.5167	1.255	Hit	5.822222	1.891	1	1	0.0
227.5167	1.255	Hit	4.955556	1.1440000000000001	1	1	0.0
231.5167	1.255	Hit	1.4222219999999999	1.004	1	1	0.0
238.0167	1.255	Hit	5.8	1.236	1	1	0.0
242.0167	1.255	CorrectRejection	n/a	0.917	1	0	1.0
247.0167	1.255	Hit	4.933333	1.172	1	1	0.0
253.0167	1.255	CorrectRejection	n/a	1.311	1	0	1.0
259.5167	1.255	CorrectRejection	n/a	1.024	1	0	1.0
269.5167	1.255	CorrectRejection	n/a	1.102	1	0	1.0
274.0167	1.255	CorrectRejection	n/a	1.301	1	0	1.0
280.5167	1.255	Hit	5.2	1.393	1	1	0.0
286.0166	1.255	CorrectRejection	n/a	1.092	1	0	1.0
290.5166	1.255	Hit	4.511111	1.2830000000000001	1	1	0.0
296.0167	1.255	CorrectRejection	n/a	1.2790000000000001	1	0	1.0
