onset	duration	TRIALTYPE	COHERENCE	RESPONSE_TIME	BUTTON_ORDER	CHOSE_RIGHT
2.0499259999999997	1.064	ColorDots	-2.0	2.016998	2	0.0
8.136066	1.064	ColorDots	0.125	0.920909	2	1.0
11.716830999999999	1.064	ColorDots	-0.125	1.2291459999999998	2	0.0
15.283311999999999	1.064	ColorDots	1.0	0.675668	2	1.0
19.366779	1.064	ColorDots	0.0	0.71108	2	1.0
25.450007	1.064	ColorDots	-1.0	1.07594	2	1.0
31.033399	1.064	ColorDots	0.125	1.465465	2	1.0
35.616814	1.064	ColorDots	0.125	1.4151639999999999	2	1.0
41.200055	1.064	ColorDots	0.125	1.223898	2	1.0
45.783396999999994	1.064	ColorDots	-0.5	1.510553	2	0.0
51.366659000000006	1.064	ColorDots	-0.5	0.772267	2	1.0
55.950026	1.064	ColorDots	0.0	0.71292	2	1.0
61.03345699999999	1.064	ColorDots	-1.0	0.918517	2	0.0
69.11674599999999	1.064	ColorDots	0.125	0.836146	2	0.0
75.700059	1.064	ColorDots	0.5	1.165893	2	1.0
79.78331	1.064	ColorDots	-0.5	0.933577	2	0.0
86.866802	1.064	ColorDots	-1.0	1.325178	2	0.0
92.449984	1.064	ColorDots	-0.125	1.3049629999999999	2	0.0
98.033321	1.064	ColorDots	-0.125	1.91366	2	1.0
102.116791	1.064	ColorDots	-1.0	0.8041729999999999	2	0.0
111.70008999999999	1.064	ColorDots	1.0	0.707788	2	1.0
118.78345800000001	1.064	ColorDots	2.0	0.736433	2	1.0
122.366729	1.064	ColorDots	0.0	0.8951969999999999	2	0.0
128.950005	1.064	ColorDots	0.0	1.78098	2	0.0
141.033514	1.064	ColorDots	0.5	0.829433	2	1.0
145.11679099999998	1.064	ColorDots	-0.125	1.771095	2	1.0
148.70001000000002	1.064	ColorDots	0.125	0.989935	2	1.0
157.266789	1.064	ColorDots	0.25	1.281156	2	0.0
160.849987	1.064	ColorDots	0.25	1.557958	2	1.0
169.916654	1.064	ColorDots	-2.0	0.763319	2	0.0
175.499996	1.064	ColorDots	1.0	0.595983	2	1.0
179.083323	1.064	ColorDots	0.0	0.649601	2	1.0
187.166662	1.064	ColorDots	0.125	0.855316	2	1.0
190.733452	1.064	ColorDots	2.0	0.730525	2	1.0
196.81672700000001	1.064	ColorDots	1.0	0.98114	2	1.0
204.400009	1.064	ColorDots	-0.5	0.901964	2	0.0
209.466651	1.064	ColorDots	0.25	1.209343	2	1.0
219.550055	1.064	ColorDots	-0.25	1.067803	2	1.0
223.61669500000002	1.064	ColorDots	-1.0	0.73128	2	0.0
227.200032	1.064	ColorDots	-2.0	0.611892	2	0.0
232.266731	1.064	ColorDots	-0.125	0.634147	2	1.0
236.34999100000002	1.064	ColorDots	-0.5	0.659987	2	0.0
242.933453	1.064	ColorDots	0.0	0.812533	2	1.0
246.51672599999998	1.064	ColorDots	0.5	0.87425	2	1.0
255.09999	1.064	ColorDots	0.5	0.765996	2	1.0
263.683406	1.064	ColorDots	1.0	1.0204440000000001	2	1.0
267.26683399999996	1.064	ColorDots	-1.0	0.649044	2	0.0
272.849988	1.064	ColorDots	1.0	0.68095	2	1.0
280.43345899999997	1.064	ColorDots	0.125	1.148396	2	1.0
284.016646	1.064	ColorDots	-0.125	1.398327	2	0.0
291.60002599999996	1.064	ColorDots	-0.25	0.734895	2	1.0
295.683454	1.064	ColorDots	0.125	0.683417	2	1.0
299.766796	1.064	ColorDots	-0.125	0.8691270000000001	2	1.0
304.350033	1.064	ColorDots	-1.0	0.9209459999999999	2	0.0
307.93332799999996	1.064	ColorDots	0.5	0.8376459999999999	2	1.0
311.516796	1.064	ColorDots	0.0	1.177152	2	1.0
316.10003	1.064	ColorDots	0.5	0.5869449999999999	2	1.0
322.183429	1.064	ColorDots	0.5	0.605431	2	1.0
327.766729	1.064	ColorDots	0.125	0.583259	2	1.0
331.349994	1.064	ColorDots	-2.0	0.7759520000000001	2	0.0
335.43346	1.064	ColorDots	-0.5	0.9424899999999999	2	0.0
343.016656	1.064	ColorDots	-2.0	0.64222	2	0.0
349.100008	1.064	ColorDots	-1.0	0.761941	2	0.0
353.183397	1.064	ColorDots	0.25	0.85855	2	0.0
357.266673	1.064	ColorDots	1.0	0.9382280000000001	2	1.0
362.849992	1.064	ColorDots	-0.5	0.6609550000000001	2	0.0
366.93346	1.064	ColorDots	0.0	1.127516	2	0.0
372.016698	1.064	ColorDots	0.0	1.051183	2	1.0
377.600004	1.064	ColorDots	2.0	0.5609430000000001	2	1.0
388.183407	1.064	ColorDots	0.25	0.747542	2	1.0
