onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.0166310000000003	1.255	FalseAlarm	n/a	0.925	1	0	0.0
6.516619	1.255	Hit	4.866667	0.8059999999999999	1	1	0.0
10.5167	1.255	FalseAlarm	n/a	0.764	1	0	0.0
17.01662	1.255	Hit	5.4222220000000005	1.369	1	1	0.0
25.01662	1.255	Miss	6.111111	1.548	1	1	1.0
35.01662	1.255	Hit	7.977778	1.071	1	1	0.0
39.01662	1.255	CorrectRejection	n/a	0.955	1	0	1.0
46.5166	1.255	Miss	5.2444440000000005	1.2930000000000001	1	1	1.0
54.016619999999996	1.255	Hit	6.066667	1.195	1	1	0.0
58.51664	1.255	Hit	3.844444	1.315	1	1	0.0
63.0166	1.255	Hit	5.955556	0.79	1	1	0.0
67.01661	1.255	CorrectRejection	n/a	1.126	1	0	1.0
73.0166	1.255	CorrectRejection	n/a	1.141	1	0	1.0
78.51661999999999	1.255	Hit	6.066667	0.92	1	1	0.0
91.51665	1.255	CorrectRejection	n/a	1.828	1	0	1.0
96.01661999999999	1.255	Hit	4.711111	1.1159999999999999	1	1	0.0
102.5166	1.255	CorrectRejection	n/a	0.8590000000000001	1	0	1.0
109.0166	1.255	CorrectRejection	n/a	1.344	1	0	1.0
115.0166	1.255	CorrectRejection	n/a	1.058	1	0	1.0
125.0166	1.255	Hit	6.088889	0.976	1	1	0.0
131.5166	1.255	CorrectRejection	n/a	2.259	1	0	1.0
137.0166	1.255	Hit	5.311111	0.743	1	1	0.0
141.0166	1.255	Hit	7.5777779999999995	1.151	1	1	0.0
146.5166	1.255	FalseAlarm	n/a	0.755	1	0	0.0
153.0166	1.255	Hit	5.222222	1.416	1	1	0.0
158.5166	1.255	Hit	5.2444440000000005	1.228	1	1	0.0
163.0166	1.255	CorrectRejection	n/a	1.4369999999999998	1	0	1.0
171.5166	1.255	Hit	4.488889	0.731	1	1	0.0
175.5166	1.255	Hit	4.977778	1.3840000000000001	1	1	0.0
182.0166	1.255	CorrectRejection	n/a	0.977	1	0	1.0
187.0166	3.0	Missed	n/a	n/a	1	0	n/a
197.0166	1.255	Hit	5.111111	1.4809999999999999	1	1	0.0
201.0166	1.255	Hit	4.933333	1.229	1	1	0.0
206.0166	1.255	Hit	5.3333330000000005	2.4859999999999998	1	1	0.0
211.5166	1.255	Hit	7.155556	0.9329999999999999	1	1	0.0
217.5166	1.255	Miss	4.933333	1.112	1	1	1.0
223.0166	1.255	Hit	8.688889	1.335	1	1	0.0
227.0166	1.255	CorrectRejection	n/a	1.16	1	0	1.0
236.0166	1.255	CorrectRejection	n/a	1.351	1	0	1.0
241.0166	1.255	FalseAlarm	n/a	0.92	1	0	0.0
246.5166	1.255	Miss	5.688889	0.867	1	1	1.0
250.5166	1.255	CorrectRejection	n/a	0.887	1	0	1.0
254.5166	1.255	Hit	5.377778	1.028	1	1	0.0
263.0166	1.255	Hit	4.977778	1.101	1	1	0.0
269.0166	1.255	FalseAlarm	n/a	2.516	1	0	0.0
275.5166	1.255	Hit	5.3333330000000005	1.703	1	1	0.0
282.5166	1.255	Hit	4.733333	0.965	1	1	0.0
287.0166	1.255	CorrectRejection	n/a	0.934	1	0	1.0
291.0166	1.255	CorrectRejection	n/a	0.8590000000000001	1	0	1.0
296.0166	1.255	CorrectRejection	n/a	0.8170000000000001	1	0	1.0
