onset	duration	TRIALTYPE	DELTAVALUE	RESPONSE_TIME	MEAN_VALUE	VALUE_RIGHT	VALUE_LEFT	CHOSE_RIGHT
2.0165900000000003	1.457	FoodChoice	0.9533329999999999	1.3235780000000001	1.1833335	1.66	0.706667	0.0
8.516566000000001	1.457	FoodChoice	-0.02666600000000008	1.2885950000000002	1.54	1.526667	1.553333	0.0
12.516630000000001	1.457	FoodChoice	1.173333	1.158526	0.9266665000000001	1.513333	0.34	1.0
18.01663	1.457	FoodChoice	-0.46666699999999994	1.1655209999999998	1.8066665	1.573333	2.04	1.0
23.517670000000003	1.457	FoodChoice	0.040000000000000036	1.128482	0.393333	0.413333	0.37333299999999997	1.0
30.01659	1.457	FoodChoice	0.00666599999999995	1.332575	0.79	0.793333	0.786667	0.0
35.51665	1.457	FoodChoice	-0.05333299999999985	1.303502	1.6133335	1.586667	1.64	0.0
42.01656	1.457	FoodChoice	-0.08666700000000005	1.7636189999999998	0.2966665	0.253333	0.34	0.0
46.01655	1.457	FoodChoice	0.32666700000000004	1.894612	1.1966665	1.36	1.033333	0.0
52.516659999999995	1.457	FoodChoice	0.046667000000000014	2.7515110000000003	0.4966665	0.52	0.473333	1.0
58.51659	1.457	FoodChoice	0.013333999999999957	0.895573	1.58	1.586667	1.573333	0.0
64.51664	1.457	FoodChoice	0.01333300000000004	0.8395299999999999	0.7066665	0.713333	0.7	0.0
68.51763000000001	1.457	FoodChoice	-0.013333999999999957	0.995534	1.58	1.573333	1.586667	1.0
77.51658	1.457	FoodChoice	-0.306667	1.996592	2.5933335	2.44	2.746667	0.0
83.51756999999999	1.457	FoodChoice	-1.34	1.55457	0.83	0.16	1.5	0.0
88.01669	1.457	FoodChoice	-0.166667	2.872472	0.5633334999999999	0.48	0.646667	0.0
92.01656	1.457	FoodChoice	0.126667	0.981599	0.22333350000000002	0.286667	0.16	1.0
97.51669	1.457	FoodChoice	0.040000000000000036	1.965499	0.5	0.52	0.48	1.0
