onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.016612	1.255	FalseAlarm	n/a	1.035	1	0	0.0
6.016526	1.255	FalseAlarm	n/a	1.6059999999999999	1	0	0.0
10.01661	1.255	FalseAlarm	n/a	2.292	1	0	0.0
20.016560000000002	1.255	FalseAlarm	n/a	1.22	1	0	0.0
24.51662	1.255	Hit	8.977778	1.617	1	1	0.0
32.01661	1.255	CorrectRejection	n/a	1.5959999999999999	1	0	1.0
36.01654	1.255	FalseAlarm	n/a	0.847	1	0	0.0
42.51662	1.255	Hit	6.266667	0.633	1	1	0.0
49.01662	1.255	FalseAlarm	n/a	1.5290000000000001	1	0	0.0
55.516619999999996	1.255	FalseAlarm	n/a	1.0490000000000002	1	0	0.0
60.51655	1.255	Hit	9.888889	0.907	1	1	0.0
69.51653	1.255	Hit	9.644444	0.7509999999999999	1	1	0.0
73.51654	1.255	FalseAlarm	n/a	0.873	1	0	0.0
82.01665	1.255	Hit	9.377778	1.6059999999999999	1	1	0.0
86.51658	1.255	Hit	4.555556	0.8009999999999999	1	1	0.0
94.51656	1.255	Hit	3.333333	0.633	1	1	0.0
101.0166	1.255	Hit	1.6	0.867	1	1	0.0
105.5166	1.255	Hit	7.4	1.5530000000000002	1	1	0.0
112.0166	1.255	Hit	7.933333	1.035	1	1	0.0
116.0165	1.255	Hit	9.6	0.55	1	1	0.0
120.0167	1.255	Hit	6.466667	0.527	1	1	0.0
126.0166	1.255	Hit	0.666667	0.5579999999999999	1	1	0.0
139.0165	1.255	FalseAlarm	n/a	0.6509999999999999	1	0	0.0
144.5166	1.255	Hit	1.9777779999999998	0.606	1	1	0.0
148.5166	1.255	FalseAlarm	n/a	0.715	1	0	0.0
156.0166	1.255	Hit	7.444444	1.005	1	1	0.0
160.5166	1.255	CorrectRejection	n/a	1.341	1	0	1.0
166.0166	1.255	FalseAlarm	n/a	1.479	1	0	0.0
170.0166	1.255	CorrectRejection	n/a	1.899	1	0	1.0
175.5166	1.255	CorrectRejection	n/a	1.8219999999999998	1	0	1.0
180.0166	1.255	FalseAlarm	n/a	0.982	1	0	0.0
190.0166	1.255	CorrectRejection	n/a	1.5030000000000001	1	0	1.0
194.0166	1.255	Hit	0.155556	1.2770000000000001	1	1	0.0
200.0166	1.255	FalseAlarm	n/a	1.5130000000000001	1	0	0.0
206.5165	1.255	Hit	1.4	1.172	1	1	0.0
210.5166	1.255	Hit	4.711111	0.6729999999999999	1	1	0.0
217.0166	1.255	Hit	3.111111	0.8140000000000001	1	1	0.0
222.5166	1.255	Hit	0.8444440000000001	1.381	1	1	0.0
227.5166	1.255	Hit	7.488889	1.425	1	1	0.0
234.5166	1.255	FalseAlarm	n/a	1.758	1	0	0.0
239.5166	1.255	CorrectRejection	n/a	1.8159999999999998	1	0	1.0
245.0166	1.255	CorrectRejection	n/a	0.937	1	0	1.0
251.0166	1.255	Hit	0.44444399999999995	1.026	1	1	0.0
257.0166	1.255	Hit	0.42222200000000004	0.7559999999999999	1	1	0.0
265.5166	1.255	Hit	0.622222	1.158	1	1	0.0
271.0166	1.255	Hit	9.8	1.345	1	1	0.0
275.5166	1.255	Hit	7.355556	0.609	1	1	0.0
285.5167	1.255	Hit	8.711111	0.963	1	1	0.0
291.0166	1.255	FalseAlarm	n/a	0.997	1	0	0.0
296.0165	1.255	FalseAlarm	n/a	1.517	1	0	0.0
