onset	duration	TRIALTYPE	COHERENCE	RESPONSE_TIME	BUTTON_ORDER	CHOSE_RIGHT
2.050801	1.064	ColorDots	1.0	0.9243110000000001	1	0.0
8.633221	1.064	ColorDots	0.5	0.752888	1	0.0
12.199988000000001	1.064	ColorDots	0.0	0.8482049999999999	1	1.0
17.783208	1.064	ColorDots	1.0	0.610984	1	0.0
23.349895999999998	1.064	ColorDots	2.0	0.640197	1	0.0
28.916687	1.064	ColorDots	0.125	0.9625030000000001	1	0.0
34.499905	1.064	ColorDots	0.0	0.869185	1	0.0
40.583222	1.064	ColorDots	0.0	0.8449690000000001	1	1.0
51.149863	1.064	ColorDots	-0.5	0.9243020000000001	1	1.0
55.733224	1.064	ColorDots	0.0	0.756968	1	0.0
67.816643	1.064	ColorDots	-2.0	0.882552	1	1.0
71.4	1.064	ColorDots	-1.0	1.2821930000000001	1	1.0
77.483201	1.064	ColorDots	-0.125	1.178964	1	0.0
85.066577	1.064	ColorDots	0.125	1.098614	1	0.0
93.15001099999999	1.064	ColorDots	-1.0	0.8721540000000001	1	1.0
97.733211	1.064	ColorDots	0.125	1.057952	1	0.0
104.316625	1.064	ColorDots	0.125	0.8045399999999999	1	0.0
112.399942	1.064	ColorDots	-0.5	1.1592209999999998	1	1.0
116.48321200000001	1.064	ColorDots	-2.0	0.774981	1	1.0
121.066644	1.064	ColorDots	-0.5	0.9725530000000001	1	1.0
129.149849	1.064	ColorDots	0.0	0.8423459999999999	1	0.0
132.733212	1.064	ColorDots	-1.0	0.690862	1	1.0
138.81656999999998	1.064	ColorDots	-0.25	1.146596	1	1.0
144.900008	1.064	ColorDots	2.0	0.738189	1	0.0
151.96668200000002	1.064	ColorDots	0.5	1.0044879999999998	1	0.0
156.01654399999998	1.064	ColorDots	-1.0	0.712625	1	1.0
160.59985700000001	1.064	ColorDots	0.25	1.274335	1	1.0
165.666607	1.064	ColorDots	-0.25	1.64359	1	0.0
169.249852	1.064	ColorDots	0.5	1.103291	1	0.0
172.816643	1.064	ColorDots	-1.0	0.7344470000000001	1	1.0
178.383221	1.064	ColorDots	-0.125	0.8209719999999999	1	0.0
187.949864	1.064	ColorDots	-2.0	0.650229	1	1.0
192.016527	1.064	ColorDots	-0.25	1.12765	1	1.0
196.08318500000001	1.064	ColorDots	-0.5	0.991984	1	1.0
200.14994199999998	1.064	ColorDots	-0.5	0.902217	1	1.0
205.73322199999998	1.064	ColorDots	-0.25	1.419886	1	0.0
209.816569	1.064	ColorDots	-2.0	0.649622	1	1.0
215.899999	1.064	ColorDots	-2.0	0.597193	1	1.0
220.98320800000002	1.064	ColorDots	-2.0	0.693988	1	1.0
224.549867	1.064	ColorDots	-0.125	0.910331	1	0.0
228.63322200000002	1.064	ColorDots	0.0	1.157975	1	0.0
232.21667000000002	1.064	ColorDots	0.0	0.854498	1	1.0
236.783223	1.064	ColorDots	0.5	1.141942	1	0.0
240.366517	1.064	ColorDots	0.25	1.236618	1	0.0
244.433208	1.064	ColorDots	0.125	0.90999	1	0.0
248.01664900000003	1.064	ColorDots	-0.125	0.7755479999999999	1	0.0
256.583216	1.064	ColorDots	1.0	0.819926	1	0.0
266.666585	1.064	ColorDots	2.0	0.6995779999999999	1	0.0
272.23321	1.064	ColorDots	0.5	0.822983	1	0.0
278.816581	1.064	ColorDots	0.0	0.924508	1	1.0
287.383138	1.064	ColorDots	0.0	1.209071	1	1.0
294.466684	1.064	ColorDots	2.0	0.771511	1	0.0
298.550002	1.064	ColorDots	0.0	0.866081	1	1.0
304.13322	1.064	ColorDots	-0.25	0.831973	1	0.0
309.716584	1.064	ColorDots	0.5	0.808609	1	0.0
313.800003	1.064	ColorDots	0.0	0.661166	1	0.0
322.8832	1.064	ColorDots	0.5	0.731997	1	0.0
331.46664300000003	1.064	ColorDots	-1.0	0.749549	1	1.0
335.04985800000003	1.064	ColorDots	-1.0	0.647333	1	1.0
340.116668	1.064	ColorDots	-0.125	1.371523	1	1.0
344.200001	1.064	ColorDots	0.0	1.252191	1	0.0
347.783214	1.064	ColorDots	-2.0	0.629976	1	1.0
351.366586	1.064	ColorDots	1.0	0.806607	1	0.0
358.950002	1.064	ColorDots	1.0	0.71819	1	0.0
366.51657	1.064	ColorDots	0.25	0.820594	1	0.0
372.08321	1.064	ColorDots	0.0	1.293982	1	0.0
375.66657999999995	1.064	ColorDots	-2.0	0.7175	1	1.0
380.750009	1.064	ColorDots	-0.5	1.781161	1	1.0
384.83325099999996	1.064	ColorDots	-0.5	0.93894	1	1.0
392.416577	1.064	ColorDots	0.0	1.03862	1	0.0
