onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.0167	1.255	Hit	6.377778	1.141	1	1	0.0
12.01653	1.255	FalseAlarm	n/a	1.11	1	0	0.0
17.51654	1.255	Hit	1.7555560000000001	1.1840000000000002	1	1	0.0
25.01657	1.255	Hit	7.311111	0.812	1	1	0.0
29.016579999999998	1.255	FalseAlarm	n/a	0.6859999999999999	1	0	0.0
35.01661	1.255	Hit	1.955556	0.868	1	1	0.0
40.01657	1.255	Hit	3.5555559999999997	1.242	1	1	0.0
46.51657	1.255	Hit	9.777778	1.249	1	1	0.0
50.5166	1.255	CorrectRejection	n/a	2.001	1	0	1.0
54.51664	1.255	FalseAlarm	n/a	2.4419999999999997	1	0	0.0
60.016569999999994	1.255	CorrectRejection	n/a	1.4169999999999998	1	0	1.0
64.01665	1.255	Hit	4.6666669999999995	0.9440000000000001	1	1	0.0
70.51663	1.255	Hit	4.866667	1.21	1	1	0.0
74.51657	1.255	Hit	3.266667	1.5759999999999998	1	1	0.0
81.01664	1.255	FalseAlarm	n/a	1.008	1	0	0.0
91.01664	1.255	FalseAlarm	n/a	1.4140000000000001	1	0	0.0
101.0166	1.255	Hit	5.888889	0.9990000000000001	1	1	0.0
106.0167	1.255	Hit	6.466667	0.868	1	1	0.0
110.5166	1.255	Hit	4.933333	1.5819999999999999	1	1	0.0
123.5167	1.255	Hit	4.844444	1.246	1	1	0.0
128.0166	1.255	Hit	4.844444	1.024	1	1	0.0
137.0167	1.255	FalseAlarm	n/a	1.286	1	0	0.0
143.5166	1.255	FalseAlarm	n/a	0.858	1	0	0.0
148.0167	1.255	Hit	5.733333	0.99	1	1	0.0
153.0166	1.255	Hit	0.088889	1.528	1	1	0.0
157.0166	1.255	FalseAlarm	n/a	0.968	1	0	0.0
162.5165	1.255	FalseAlarm	n/a	2.246	1	0	0.0
169.0166	1.255	Hit	9.688889	1.109	1	1	0.0
174.5166	1.255	Hit	9.644444	0.943	1	1	0.0
180.0167	1.255	CorrectRejection	n/a	1.3159999999999998	1	0	1.0
184.0166	1.255	FalseAlarm	n/a	2.457	1	0	0.0
188.0167	1.255	CorrectRejection	n/a	2.39	1	0	1.0
196.0166	1.255	Hit	4.822222	1.274	1	1	0.0
202.0166	1.255	FalseAlarm	n/a	2.208	1	0	0.0
210.5166	1.255	Hit	5.133333	0.737	1	1	0.0
216.5167	1.255	FalseAlarm	n/a	1.253	1	0	0.0
223.5166	1.255	Hit	6.866667	1.9380000000000002	1	1	0.0
228.0166	1.255	Hit	6.844444	0.965	1	1	0.0
234.5166	1.255	FalseAlarm	n/a	1.3559999999999999	1	0	0.0
239.0166	1.255	Hit	5.133333	1.052	1	1	0.0
243.0166	1.255	Hit	8.0	0.981	1	1	0.0
250.5167	1.255	FalseAlarm	n/a	1.93	1	0	0.0
256.0165	1.255	CorrectRejection	n/a	1.446	1	0	1.0
264.5165	1.255	Hit	4.911111	1.159	1	1	0.0
269.5165	1.255	Hit	8.444444	1.167	1	1	0.0
275.0165	1.255	FalseAlarm	n/a	1.055	1	0	0.0
279.5166	1.255	CorrectRejection	n/a	1.28	1	0	1.0
285.5166	1.255	Hit	9.844444000000001	2.28	1	1	0.0
292.0167	1.255	CorrectRejection	n/a	1.024	1	0	1.0
296.0167	1.255	CorrectRejection	n/a	0.902	1	0	1.0
