onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.0167610000000002	1.255	Hit	2.3777779999999997	1.5290000000000001	0	1	1.0
6.516709	1.255	Hit	7.044444	1.1420000000000001	0	1	1.0
10.51672	1.255	CorrectRejection	n/a	1.062	0	0	0.0
17.01667	1.255	Hit	8.933333	1.3630000000000002	0	1	1.0
25.0167	1.255	FalseAlarm	n/a	1.465	0	0	1.0
35.0167	1.255	Hit	7.822222	1.7269999999999999	0	1	1.0
39.0168	1.255	CorrectRejection	n/a	0.889	0	0	0.0
46.51679	1.255	CorrectRejection	n/a	1.4769999999999999	0	0	0.0
54.0167	1.255	Hit	0.8888889999999999	1.141	0	1	1.0
58.51676	1.255	Hit	8.8	0.741	0	1	1.0
63.01671999999999	1.255	CorrectRejection	n/a	0.873	0	0	0.0
67.01675	1.255	CorrectRejection	n/a	1.511	0	0	0.0
73.01677	1.255	CorrectRejection	n/a	2.215	0	0	0.0
78.51675	1.255	Hit	0.7111109999999999	0.919	0	1	1.0
91.51675999999999	1.255	Hit	0.8444440000000001	1.382	0	1	1.0
96.01668000000001	1.255	Hit	9.866667	1.102	0	1	1.0
102.5168	1.255	Hit	4.955556	1.234	0	1	1.0
109.0167	1.255	CorrectRejection	n/a	1.1909999999999998	0	0	0.0
115.0168	1.255	Hit	8.155555999999999	1.755	0	1	1.0
125.0167	1.255	CorrectRejection	n/a	2.557	0	0	0.0
131.5168	1.255	CorrectRejection	n/a	0.782	0	0	0.0
137.0167	1.255	Hit	7.977778	2.0140000000000002	0	1	1.0
141.0167	1.255	CorrectRejection	n/a	0.795	0	0	0.0
146.5167	1.255	CorrectRejection	n/a	1.882	0	0	0.0
153.0167	1.255	CorrectRejection	n/a	1.0979999999999999	0	0	0.0
158.5168	1.255	FalseAlarm	n/a	0.777	0	0	1.0
163.0168	1.255	CorrectRejection	n/a	0.997	0	0	0.0
171.5167	1.255	Hit	5.155556	2.198	0	1	1.0
175.5168	1.255	CorrectRejection	n/a	1.013	0	0	0.0
182.0166	1.255	CorrectRejection	n/a	1.986	0	0	0.0
187.0167	1.255	CorrectRejection	n/a	1.175	0	0	0.0
197.0168	1.255	CorrectRejection	n/a	2.6460000000000004	0	0	0.0
201.0168	1.255	Hit	2.5333330000000003	1.577	0	1	1.0
206.0168	1.255	Miss	6.511111	2.141	0	1	0.0
211.5168	1.255	Hit	6.6	1.048	0	1	1.0
217.5167	1.255	Hit	7.044444	1.6680000000000001	0	1	1.0
223.0167	1.255	CorrectRejection	n/a	0.9079999999999999	0	0	0.0
227.0167	1.255	Hit	4.4	1.13	0	1	1.0
236.0168	1.255	Hit	9.866667	0.845	0	1	1.0
241.0166	1.255	Hit	9.888889	1.2990000000000002	0	1	1.0
246.5167	1.255	CorrectRejection	n/a	1.354	0	0	0.0
250.5168	1.255	FalseAlarm	n/a	2.2	0	0	1.0
254.5167	1.255	Hit	6.288889	0.985	0	1	1.0
263.0166	1.255	CorrectRejection	n/a	2.335	0	0	0.0
269.0168	1.255	CorrectRejection	n/a	1.5859999999999999	0	0	0.0
275.5168	1.255	Hit	0.06666699999999999	1.237	0	1	1.0
282.5166	1.255	Hit	5.466667	1.0390000000000001	0	1	1.0
287.0167	1.255	CorrectRejection	n/a	0.7959999999999999	0	0	0.0
291.0167	1.255	CorrectRejection	n/a	1.818	0	0	0.0
296.0168	1.255	Hit	3.5555559999999997	2.457	0	1	1.0
