onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.016759	1.255	CorrectRejection	n/a	1.4569999999999999	1	0	1.0
11.01672	1.255	Miss	3.777778	1.162	1	1	1.0
16.01681	1.255	Hit	3.2444439999999997	1.0190000000000001	1	1	0.0
24.01675	1.255	CorrectRejection	n/a	0.972	1	0	1.0
32.516659999999995	1.255	CorrectRejection	n/a	1.153	1	0	1.0
39.0167	1.255	CorrectRejection	n/a	0.8270000000000001	1	0	1.0
43.51668	1.255	Hit	1.9777779999999998	1.5019999999999998	1	1	0.0
48.51672	1.255	Miss	6.2	0.897	1	1	1.0
53.016780000000004	1.255	Miss	4.977778	1.5859999999999999	1	1	1.0
58.51676	1.255	CorrectRejection	n/a	1.63	1	0	1.0
65.51678000000001	1.255	Miss	3.8	0.991	1	1	1.0
72.01680999999999	1.255	Miss	4.955556	1.138	1	1	1.0
82.01671	1.255	CorrectRejection	n/a	1.058	1	0	1.0
92.01675999999999	1.255	CorrectRejection	n/a	0.9	1	0	1.0
97.51675999999999	1.255	CorrectRejection	n/a	0.8079999999999999	1	0	1.0
103.0168	1.255	Miss	4.933333	0.9079999999999999	1	1	1.0
107.0168	1.255	CorrectRejection	n/a	1.275	1	0	1.0
113.5168	1.255	Hit	6.0	1.504	1	1	0.0
117.5168	1.255	Miss	4.955556	1.171	1	1	1.0
125.0168	1.255	Hit	4.177778	1.195	1	1	0.0
129.0168	1.255	Hit	5.222222	1.037	1	1	0.0
133.0168	1.255	Miss	4.377778	0.7290000000000001	1	1	1.0
139.0167	1.255	Hit	4.111111	1.147	1	1	0.0
144.0168	1.255	CorrectRejection	n/a	0.831	1	0	1.0
151.5168	1.255	Hit	3.8	1.03	1	1	0.0
156.0168	1.255	CorrectRejection	n/a	0.917	1	0	1.0
162.5168	1.255	Miss	5.511111	0.924	1	1	1.0
168.0168	1.255	Hit	5.6666669999999995	0.9520000000000001	1	1	0.0
174.0167	1.255	CorrectRejection	n/a	0.78	1	0	1.0
179.5168	1.255	CorrectRejection	n/a	0.758	1	0	1.0
183.5166	1.255	CorrectRejection	n/a	1.3230000000000002	1	0	1.0
189.5167	1.255	Miss	3.4444440000000003	0.946	1	1	1.0
198.0167	1.255	CorrectRejection	n/a	0.8079999999999999	1	0	1.0
202.0167	1.255	Hit	3.933333	0.977	1	1	0.0
215.0167	1.255	CorrectRejection	n/a	0.887	1	0	1.0
219.5168	1.255	CorrectRejection	n/a	0.8240000000000001	1	0	1.0
223.5168	1.255	CorrectRejection	n/a	0.934	1	0	1.0
227.5168	1.255	CorrectRejection	n/a	0.9079999999999999	1	0	1.0
231.5167	1.255	Miss	3.5333330000000003	0.8170000000000001	1	1	1.0
238.0167	1.255	Hit	4.888889	0.888	1	1	0.0
242.0168	1.255	Miss	3.777778	0.98	1	1	1.0
247.0168	1.255	Miss	3.2	0.895	1	1	1.0
253.0168	1.255	Hit	3.8	1.1320000000000001	1	1	0.0
259.5168	1.255	Miss	3.422222	0.9279999999999999	1	1	1.0
269.5168	1.255	Hit	6.311111	1.83	1	1	0.0
274.0168	1.255	Hit	4.911111	1.112	1	1	0.0
280.5168	1.255	Miss	3.666667	0.888	1	1	1.0
286.0168	1.255	CorrectRejection	n/a	0.8	1	0	1.0
290.5168	1.255	CorrectRejection	n/a	0.8079999999999999	1	0	1.0
296.0168	1.255	Hit	4.488889	1.133	1	1	0.0
