onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.016649	1.255	CorrectRejection	n/a	1.158	0	0	0.0
8.516734	1.255	CorrectRejection	n/a	1.145	0	0	0.0
18.51666	1.255	FalseAlarm	n/a	1.48	0	0	1.0
24.016679999999997	1.255	Hit	5.044444	0.9229999999999999	0	1	1.0
28.016679999999997	1.255	Miss	6.711111	1.225	0	1	0.0
33.5167	1.255	Hit	9.022222	1.173	0	1	1.0
40.016740000000006	1.255	Hit	7.2444440000000005	0.9229999999999999	0	1	1.0
45.016740000000006	1.255	CorrectRejection	n/a	0.981	0	0	0.0
51.01675	1.255	CorrectRejection	n/a	0.93	0	0	0.0
56.51684	1.255	CorrectRejection	n/a	1.249	0	0	0.0
61.0168	1.255	CorrectRejection	n/a	1.038	0	0	0.0
71.01666	1.255	Hit	0.8	1.158	0	1	1.0
76.01678000000001	1.255	CorrectRejection	n/a	0.9670000000000001	0	0	0.0
81.01675999999999	1.255	Hit	4.977778	1.205	0	1	1.0
89.51674	1.255	CorrectRejection	n/a	0.9079999999999999	0	0	0.0
96.01666999999999	1.255	CorrectRejection	n/a	1.0490000000000002	0	0	0.0
106.0168	1.255	CorrectRejection	n/a	1.376	0	0	0.0
111.5167	1.255	CorrectRejection	n/a	0.7979999999999999	0	0	0.0
116.0167	1.255	Hit	8.733333	1.079	0	1	1.0
120.5167	1.255	CorrectRejection	n/a	0.929	0	0	0.0
124.5167	1.255	CorrectRejection	n/a	0.752	0	0	0.0
128.5168	1.255	CorrectRejection	n/a	0.961	0	0	0.0
137.0168	1.255	Hit	3.022222	1.429	0	1	1.0
150.0168	1.255	Hit	1.5777780000000001	1.125	0	1	1.0
155.5168	1.255	CorrectRejection	n/a	1.0290000000000001	0	0	0.0
163.0168	1.255	CorrectRejection	n/a	1.052	0	0	0.0
169.5168	1.255	CorrectRejection	n/a	0.7959999999999999	0	0	0.0
176.0167	1.255	CorrectRejection	n/a	0.67	0	0	0.0
180.0167	1.255	CorrectRejection	n/a	0.9790000000000001	0	0	0.0
184.0167	1.255	Hit	8.688889	2.424	0	1	1.0
188.0167	1.255	Hit	0.42222200000000004	0.9329999999999999	0	1	1.0
194.0167	1.255	CorrectRejection	n/a	1.105	0	0	0.0
202.0167	1.255	Hit	2.4	0.925	0	1	1.0
206.0167	1.255	Hit	1.6888889999999999	0.889	0	1	1.0
212.5168	1.255	CorrectRejection	n/a	0.95	0	0	0.0
219.0168	1.255	Hit	1.333333	1.014	0	1	1.0
225.0167	1.255	Hit	4.933333	0.81	0	1	1.0
230.5168	1.255	CorrectRejection	n/a	0.843	0	0	0.0
234.5167	1.255	Miss	7.066667	1.598	0	1	0.0
239.0168	1.255	CorrectRejection	n/a	0.9309999999999999	0	0	0.0
246.5168	1.255	Hit	6.311111	1.153	0	1	1.0
252.5167	1.255	Miss	4.866667	1.178	0	1	0.0
257.0167	1.255	Hit	1.8666669999999999	1.151	0	1	1.0
262.0167	1.255	Hit	9.155555999999999	0.846	0	1	1.0
266.0167	1.255	CorrectRejection	n/a	0.745	0	0	0.0
270.5167	1.255	CorrectRejection	n/a	1.345	0	0	0.0
277.5167	1.255	CorrectRejection	n/a	0.9790000000000001	0	0	0.0
281.5167	1.255	Miss	2.1333330000000004	0.903	0	1	0.0
290.5167	1.255	FalseAlarm	n/a	1.36	0	0	1.0
296.0168	1.255	Hit	6.6	1.2590000000000001	0	1	1.0
