onset	duration	TRIALTYPE	LIKING_RATING	RESPONSE_TIME	OLD_ON_LEFT	ITEM_ISOLD	CHOSE_RIGHT
2.016492	1.255	CorrectRejection	n/a	0.981	1	0	1.0
6.5165489999999995	1.255	Miss	0.4	1.077	1	1	1.0
10.51649	1.255	CorrectRejection	n/a	0.8420000000000001	1	0	1.0
17.01655	1.255	CorrectRejection	n/a	0.816	1	0	1.0
25.01649	1.255	Hit	8.466667	0.945	1	1	0.0
35.01655	1.255	CorrectRejection	n/a	1.254	1	0	1.0
39.01655	1.255	Hit	9.222222	1.214	1	1	0.0
46.51663	1.255	Hit	4.955556	1.041	1	1	0.0
54.01654	1.255	Miss	5.644444	1.166	1	1	1.0
58.516490000000005	1.255	Hit	4.3333330000000005	0.9179999999999999	1	1	0.0
63.016630000000006	1.255	Hit	6.5777779999999995	0.899	1	1	0.0
67.01652	1.255	Hit	6.844444	1.023	1	1	0.0
73.01655	1.255	FalseAlarm	n/a	0.905	1	0	0.0
78.51663	1.255	Hit	2.066667	0.774	1	1	0.0
91.51649	1.255	CorrectRejection	n/a	1.023	1	0	1.0
96.01649	1.255	CorrectRejection	n/a	1.058	1	0	1.0
102.5166	1.255	CorrectRejection	n/a	1.175	1	0	1.0
109.0165	1.255	CorrectRejection	n/a	0.909	1	0	1.0
115.0165	1.255	Hit	8.688889	0.889	1	1	0.0
125.0165	1.255	Hit	1.066667	0.7559999999999999	1	1	0.0
131.5165	1.255	CorrectRejection	n/a	1.054	1	0	1.0
137.0165	1.255	CorrectRejection	n/a	0.8340000000000001	1	0	1.0
141.0165	1.255	CorrectRejection	n/a	0.99	1	0	1.0
146.5165	1.255	CorrectRejection	n/a	0.79	1	0	1.0
153.0165	1.255	CorrectRejection	n/a	0.79	1	0	1.0
158.5165	1.255	FalseAlarm	n/a	1.287	1	0	0.0
163.0165	1.255	Hit	9.022222	1.04	1	1	0.0
171.5165	1.255	Hit	7.444444	0.799	1	1	0.0
175.5165	1.255	CorrectRejection	n/a	0.924	1	0	1.0
182.0165	1.255	CorrectRejection	n/a	1.068	1	0	1.0
187.0165	1.255	CorrectRejection	n/a	1.055	1	0	1.0
197.0165	1.255	Hit	9.111111	1.22	1	1	0.0
201.0165	1.255	Hit	1.222222	2.147	1	1	0.0
206.0165	1.255	Hit	4.466667	1.082	1	1	0.0
211.5166	1.255	Hit	1.2	0.851	1	1	0.0
217.5165	1.255	Hit	5.822222	1.1320000000000001	1	1	0.0
223.0165	1.255	CorrectRejection	n/a	0.988	1	0	1.0
227.0165	1.255	Hit	9.688889	1.08	1	1	0.0
236.0166	1.255	Hit	4.266667	1.025	1	1	0.0
241.0165	1.255	Hit	5.955556	0.872	1	1	0.0
246.5166	1.255	CorrectRejection	n/a	0.8290000000000001	1	0	1.0
250.5165	1.255	Miss	6.155556	0.9990000000000001	1	1	1.0
254.5165	1.255	Hit	9.755556	0.797	1	1	0.0
263.0165	1.255	Hit	5.266667	0.838	1	1	0.0
269.0166	1.255	CorrectRejection	n/a	0.764	1	0	1.0
275.5165	1.255	Hit	6.777778	0.882	1	1	0.0
282.5165	1.255	Miss	0.4	1.364	1	1	1.0
287.0166	1.255	CorrectRejection	n/a	1.072	1	0	1.0
291.0166	1.255	CorrectRejection	n/a	1.061	1	0	1.0
296.0165	1.255	CorrectRejection	n/a	0.758	1	0	1.0
