onset	duration	TRIALTYPE	COHERENCE	RESPONSE_TIME	BUTTON_ORDER	CHOSE_RIGHT
2.051096	1.064	ColorDots	-0.25	0.9958309999999999	1	1.0
6.6333	1.064	ColorDots	-1.0	0.620594	1	1.0
12.216802000000001	1.064	ColorDots	-0.125	0.816105	1	1.0
16.800001	1.064	ColorDots	-0.5	0.9048879999999999	1	1.0
22.866653	1.064	ColorDots	-0.5	0.867173	1	1.0
26.933331	1.064	ColorDots	2.0	0.5174989999999999	1	0.0
31.000010999999997	1.064	ColorDots	0.125	0.891798	1	0.0
39.566651	1.064	ColorDots	-2.0	0.689249	1	1.0
43.149989	1.064	ColorDots	1.0	0.849909	1	0.0
46.733307	1.064	ColorDots	0.25	1.2545110000000002	1	0.0
54.316803	1.064	ColorDots	-0.125	1.173101	1	1.0
58.400020999999995	1.064	ColorDots	-1.0	0.687879	1	1.0
61.966724	1.064	ColorDots	-2.0	0.533183	1	1.0
67.549998	1.064	ColorDots	-0.5	0.636935	1	1.0
74.633408	1.064	ColorDots	-0.125	1.243528	1	1.0
82.716722	1.064	ColorDots	0.0	1.2481799999999998	1	0.0
90.299998	1.064	ColorDots	-2.0	0.693936	1	1.0
93.883309	1.064	ColorDots	2.0	0.7146399999999999	1	0.0
101.46670300000001	1.064	ColorDots	-2.0	0.6000949999999999	1	1.0
105.04999299999999	1.064	ColorDots	2.0	0.734879	1	0.0
110.633439	1.064	ColorDots	1.0	1.007435	1	0.0
115.216705	1.064	ColorDots	-0.25	0.683269	1	1.0
121.300002	1.064	ColorDots	0.0	1.123931	1	1.0
126.88345100000001	1.064	ColorDots	0.25	1.252399	1	0.0
132.466724	1.064	ColorDots	0.0	1.4511049999999999	1	0.0
137.049993	1.064	ColorDots	-0.25	0.706907	1	1.0
141.633454	1.064	ColorDots	0.125	1.372477	1	1.0
145.716802	1.064	ColorDots	1.0	1.064125	1	0.0
151.783303	1.064	ColorDots	1.0	0.914636	1	0.0
157.366801	1.064	ColorDots	2.0	1.237049	1	0.0
165.450081	1.064	ColorDots	0.5	1.57082	1	0.0
169.033452	1.064	ColorDots	-2.0	0.896374	1	1.0
177.116725	1.064	ColorDots	-0.125	1.557084	1	1.0
180.699977	1.064	ColorDots	-0.5	0.9639	1	1.0
189.783468	1.064	ColorDots	0.25	1.364447	1	1.0
193.866806	1.064	ColorDots	-2.0	0.789095	1	1.0
200.949988	1.064	ColorDots	0.125	2.0139139999999998	1	0.0
213.033356	1.064	ColorDots	-1.0	1.059544	1	1.0
216.616807	1.064	ColorDots	-0.125	1.0821209999999999	1	1.0
220.700002	1.064	ColorDots	0.25	2.079926	1	0.0
225.78336099999999	1.064	ColorDots	-2.0	0.885534	1	1.0
229.866809	1.064	ColorDots	2.0	0.9321139999999999	1	1.0
233.449993	1.064	ColorDots	0.0	1.2659479999999999	1	1.0
239.53345499999998	1.064	ColorDots	-0.5	1.122478	1	1.0
243.11674	1.064	ColorDots	1.0	0.601087	1	0.0
248.683396	1.064	ColorDots	-1.0	0.918533	1	1.0
254.249988	1.064	ColorDots	-0.5	1.314889	1	1.0
260.33345299999996	1.064	ColorDots	0.125	1.531472	1	1.0
270.416696	1.064	ColorDots	0.25	1.855156	1	0.0
278.983316	1.064	ColorDots	-2.0	0.773612	1	1.0
286.566642	1.064	ColorDots	-0.5	1.397289	1	1.0
291.650061	1.064	ColorDots	0.125	1.757839	1	1.0
298.233364	1.064	ColorDots	0.125	2.0975669999999997	1	0.0
302.31672599999996	1.064	ColorDots	0.0	1.507147	1	1.0
307.399985	1.064	ColorDots	0.25	1.182947	1	0.0
313.983466	1.064	ColorDots	0.25	1.8743459999999998	1	0.0
317.566639	1.064	ColorDots	-0.25	2.016289	1	1.0
323.15002999999996	1.064	ColorDots	0.5	2.203839	1	0.0
328.23345	1.064	ColorDots	-2.0	0.6774680000000001	1	1.0
334.81677	1.064	ColorDots	0.0	1.5190629999999998	1	1.0
338.900001	1.064	ColorDots	-0.5	1.8858709999999999	1	1.0
342.983475	1.064	ColorDots	-0.125	1.7003529999999998	1	1.0
346.566769	1.064	ColorDots	0.125	1.927136	1	1.0
357.14998399999996	1.064	ColorDots	2.0	0.8759170000000001	1	0.0
360.733321	1.064	ColorDots	0.25	1.697612	1	0.0
366.31681299999997	1.064	ColorDots	-0.25	1.4021290000000002	1	1.0
375.89998399999996	1.064	ColorDots	-1.0	1.020928	1	1.0
384.483452	1.064	ColorDots	0.25	2.277482	1	0.0
388.566845	1.064	ColorDots	0.0	0.8770969999999999	1	1.0
392.149998	2.5	Missed	-0.125	n/a	1	n/a
